EventName,EventAlias,EventType,Unit,Topic,Encoding,ScaleUnit,BriefDescription,PublicDescription
unc_s_ring_bl_used.down,,Kernel PMU event,uncore_sbox,uncore interconnect,"uncore_sbox/event=0x1d,umask=0xc/",,BL Ring in Use; Down. Unit: uncore_sbox ,"Counts the number of cycles that the BL ring is being used at this ring stop.  This includes when packets are passing by and when packets are being sent, but does not include when packets are being sunk into the ring stop. We really have two rings in HSX -- a clockwise ring and a counter-clockwise ring.  On the left side of the ring, the UP direction is on the clockwise ring and DN is on the counter-clockwise ring.  On the right side of the ring, this is reversed.  The first half of the CBos are on the left side of the ring, and the 2nd half are on the right side of the ring.  In other words (for example), in a 4c part, Cbo 0 UP AD is NOT the same ring as CBo 2 UP AD because they are on opposite sides of the ring"
unc_s_ring_bl_used.down_even,,Kernel PMU event,uncore_sbox,uncore interconnect,"uncore_sbox/event=0x1d,umask=0x4/",,BL Ring in Use; Down and Event. Unit: uncore_sbox ,"Counts the number of cycles that the BL ring is being used at this ring stop.  This includes when packets are passing by and when packets are being sent, but does not include when packets are being sunk into the ring stop. We really have two rings in HSX -- a clockwise ring and a counter-clockwise ring.  On the left side of the ring, the UP direction is on the clockwise ring and DN is on the counter-clockwise ring.  On the right side of the ring, this is reversed.  The first half of the CBos are on the left side of the ring, and the 2nd half are on the right side of the ring.  In other words (for example), in a 4c part, Cbo 0 UP AD is NOT the same ring as CBo 2 UP AD because they are on opposite sides of the ring.; Filters for the Down and Event ring polarity"
unc_s_ring_bl_used.down_odd,,Kernel PMU event,uncore_sbox,uncore interconnect,"uncore_sbox/event=0x1d,umask=0x8/",,BL Ring in Use; Down and Odd. Unit: uncore_sbox ,"Counts the number of cycles that the BL ring is being used at this ring stop.  This includes when packets are passing by and when packets are being sent, but does not include when packets are being sunk into the ring stop. We really have two rings in HSX -- a clockwise ring and a counter-clockwise ring.  On the left side of the ring, the UP direction is on the clockwise ring and DN is on the counter-clockwise ring.  On the right side of the ring, this is reversed.  The first half of the CBos are on the left side of the ring, and the 2nd half are on the right side of the ring.  In other words (for example), in a 4c part, Cbo 0 UP AD is NOT the same ring as CBo 2 UP AD because they are on opposite sides of the ring.; Filters for the Down and Odd ring polarity"
unc_s_ring_bl_used.up,,Kernel PMU event,uncore_sbox,uncore interconnect,"uncore_sbox/event=0x1d,umask=0x3/",,BL Ring in Use; Up. Unit: uncore_sbox ,"Counts the number of cycles that the BL ring is being used at this ring stop.  This includes when packets are passing by and when packets are being sent, but does not include when packets are being sunk into the ring stop. We really have two rings in HSX -- a clockwise ring and a counter-clockwise ring.  On the left side of the ring, the UP direction is on the clockwise ring and DN is on the counter-clockwise ring.  On the right side of the ring, this is reversed.  The first half of the CBos are on the left side of the ring, and the 2nd half are on the right side of the ring.  In other words (for example), in a 4c part, Cbo 0 UP AD is NOT the same ring as CBo 2 UP AD because they are on opposite sides of the ring"
unc_s_ring_bl_used.up_even,,Kernel PMU event,uncore_sbox,uncore interconnect,"uncore_sbox/event=0x1d,umask=0x1/",,BL Ring in Use; Up and Even. Unit: uncore_sbox ,"Counts the number of cycles that the BL ring is being used at this ring stop.  This includes when packets are passing by and when packets are being sent, but does not include when packets are being sunk into the ring stop. We really have two rings in HSX -- a clockwise ring and a counter-clockwise ring.  On the left side of the ring, the UP direction is on the clockwise ring and DN is on the counter-clockwise ring.  On the right side of the ring, this is reversed.  The first half of the CBos are on the left side of the ring, and the 2nd half are on the right side of the ring.  In other words (for example), in a 4c part, Cbo 0 UP AD is NOT the same ring as CBo 2 UP AD because they are on opposite sides of the ring.; Filters for the Up and Even ring polarity"
unc_s_ring_bl_used.up_odd,,Kernel PMU event,uncore_sbox,uncore interconnect,"uncore_sbox/event=0x1d,umask=0x2/",,BL Ring in Use; Up and Odd. Unit: uncore_sbox ,"Counts the number of cycles that the BL ring is being used at this ring stop.  This includes when packets are passing by and when packets are being sent, but does not include when packets are being sunk into the ring stop. We really have two rings in HSX -- a clockwise ring and a counter-clockwise ring.  On the left side of the ring, the UP direction is on the clockwise ring and DN is on the counter-clockwise ring.  On the right side of the ring, this is reversed.  The first half of the CBos are on the left side of the ring, and the 2nd half are on the right side of the ring.  In other words (for example), in a 4c part, Cbo 0 UP AD is NOT the same ring as CBo 2 UP AD because they are on opposite sides of the ring.; Filters for the Up and Odd ring polarity"
unc_s_ring_bounces.ad_cache,,Kernel PMU event,uncore_sbox,uncore interconnect,"uncore_sbox/event=0x5,umask=0x1/",,Number of LLC responses that bounced on the Ring. Unit: uncore_sbox ,Number of LLC responses that bounced on the Ring. Unit: uncore_sbox 
unc_s_ring_bounces.ak_core,,Kernel PMU event,uncore_sbox,uncore interconnect,"uncore_sbox/event=0x5,umask=0x2/",,Number of LLC responses that bounced on the Ring.; Acknowledgements to core. Unit: uncore_sbox ,Number of LLC responses that bounced on the Ring.; Acknowledgements to core. Unit: uncore_sbox 
unc_s_ring_bounces.bl_core,,Kernel PMU event,uncore_sbox,uncore interconnect,"uncore_sbox/event=0x5,umask=0x4/",,Number of LLC responses that bounced on the Ring.; Data Responses to core. Unit: uncore_sbox ,Number of LLC responses that bounced on the Ring.; Data Responses to core. Unit: uncore_sbox 
unc_s_ring_bounces.iv_core,,Kernel PMU event,uncore_sbox,uncore interconnect,"uncore_sbox/event=0x5,umask=0x8/",,Number of LLC responses that bounced on the Ring.; Snoops of processor's cache. Unit: uncore_sbox ,Number of LLC responses that bounced on the Ring.; Snoops of processor's cache. Unit: uncore_sbox 
unc_s_ring_iv_used.dn,,Kernel PMU event,uncore_sbox,uncore interconnect,"uncore_sbox/event=0x1e,umask=0xc/",,BL Ring in Use; Any. Unit: uncore_sbox ,"Counts the number of cycles that the BL ring is being used at this ring stop.  This includes when packets are passing by and when packets are being sent, but does not include when packets are being sunk into the ring stop.  There is only 1 IV ring in HSX.  Therefore, if one wants to monitor the Even ring, they should select both UP_EVEN and DN_EVEN.  To monitor the Odd ring, they should select both UP_ODD and DN_ODD.; Filters any polarity"
unc_s_ring_iv_used.up,,Kernel PMU event,uncore_sbox,uncore interconnect,"uncore_sbox/event=0x1e,umask=0x3/",,BL Ring in Use; Any. Unit: uncore_sbox ,"Counts the number of cycles that the BL ring is being used at this ring stop.  This includes when packets are passing by and when packets are being sent, but does not include when packets are being sunk into the ring stop.  There is only 1 IV ring in HSX.  Therefore, if one wants to monitor the Even ring, they should select both UP_EVEN and DN_EVEN.  To monitor the Odd ring, they should select both UP_ODD and DN_ODD.; Filters any polarity"
unc_s_ring_sink_starved.ad_cache,,Kernel PMU event,uncore_sbox,uncore interconnect,"uncore_sbox/event=0x6,umask=0x1/",,UNC_S_RING_SINK_STARVED.AD_CACHE. Unit: uncore_sbox ,UNC_S_RING_SINK_STARVED.AD_CACHE. Unit: uncore_sbox 
unc_s_ring_sink_starved.ak_core,,Kernel PMU event,uncore_sbox,uncore interconnect,"uncore_sbox/event=0x6,umask=0x2/",,UNC_S_RING_SINK_STARVED.AK_CORE. Unit: uncore_sbox ,UNC_S_RING_SINK_STARVED.AK_CORE. Unit: uncore_sbox 
unc_s_ring_sink_starved.bl_core,,Kernel PMU event,uncore_sbox,uncore interconnect,"uncore_sbox/event=0x6,umask=0x4/",,UNC_S_RING_SINK_STARVED.BL_CORE. Unit: uncore_sbox ,UNC_S_RING_SINK_STARVED.BL_CORE. Unit: uncore_sbox 
unc_s_ring_sink_starved.iv_core,,Kernel PMU event,uncore_sbox,uncore interconnect,"uncore_sbox/event=0x6,umask=0x8/",,UNC_S_RING_SINK_STARVED.IV_CORE. Unit: uncore_sbox ,UNC_S_RING_SINK_STARVED.IV_CORE. Unit: uncore_sbox 
unc_s_rxr_busy_starved.ad_bnc,,Kernel PMU event,uncore_sbox,uncore interconnect,"uncore_sbox/event=0x15,umask=0x2/",,Injection Starvation; AD - Bounces. Unit: uncore_sbox ,"Counts injection starvation.  This starvation is triggered when the Ingress cannot send a transaction onto the ring for a long period of time.  In this case, the Ingress but unable to forward to Egress because a message (credited/bounceable) is  being sent"
unc_s_rxr_busy_starved.ad_crd,,Kernel PMU event,uncore_sbox,uncore interconnect,"uncore_sbox/event=0x15,umask=0x1/",,Injection Starvation; AD - Credits. Unit: uncore_sbox ,"Counts injection starvation.  This starvation is triggered when the Ingress cannot send a transaction onto the ring for a long period of time.  In this case, the Ingress but unable to forward to Egress because a message (credited/bounceable) is  being sent"
unc_s_rxr_busy_starved.bl_bnc,,Kernel PMU event,uncore_sbox,uncore interconnect,"uncore_sbox/event=0x15,umask=0x8/",,Injection Starvation; BL - Bounces. Unit: uncore_sbox ,"Counts injection starvation.  This starvation is triggered when the Ingress cannot send a transaction onto the ring for a long period of time.  In this case, the Ingress but unable to forward to Egress because a message (credited/bounceable) is  being sent"
